Tokens,AWL,AMP,ANDC,BEMA,BYPA,CAUS,CONC,COND,CONJ,CONT,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PASS,PASTP,PEAS,PHC,PIN,PIRE,PIT,PLACE,POMD,PRED,PRESP,PRIV,PRMD,PROD,PUBV,RB,SERE,SMP,SPAU,SPIN,SPP2,STPR,SUAV,SYNE,THAC,THATD,THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,WHCL,WHOBJ,WHQU,WHSUB,WZPAST,WZPRES,XX0
18763.00,4.87,0.11,0.03,0.31,0.01,0.00,0.01,0.01,0.08,0.00,0.61,0.05,0.01,0.04,0.28,0.00,1.72,0.00,0.00,0.00,6.81,0.03,23.98,0.00,0.13,0.01,0.00,0.01,6.91,10.21,0.05,0.60,0.24,0.16,0.03,0.00,0.83,0.09,0.00,0.53,0.87,0.02,0.02,0.00,0.00,0.00,0.00,0.54,0.05,0.00,0.00,14.35,0.15,0.04,0.04,0.61,0.13,1.20,2.53,0.00,0.00,0.00,0.00,0.00,0.00,0.06
