Tokens,AWL,AMP,ANDC,BEMA,BYPA,CAUS,CONC,COND,CONJ,CONT,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PASS,PASTP,PEAS,PHC,PIN,PIRE,PIT,PLACE,POMD,PRED,PRESP,PRIV,PRMD,PROD,PUBV,RB,SERE,SMP,SPAU,SPIN,SPP2,STPR,SUAV,SYNE,THAC,THATD,THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,WHCL,WHOBJ,WHQU,WHSUB,WZPAST,WZPRES,XX0
40576.00,4.92,0.09,0.03,0.30,0.00,0.00,0.01,0.06,0.05,0.00,0.68,0.03,0.00,0.05,0.17,0.00,1.46,0.00,0.00,0.01,6.41,0.05,23.75,0.00,0.05,0.00,0.00,0.01,7.23,10.48,0.10,0.64,0.16,0.18,0.03,0.00,1.03,0.10,0.00,0.59,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.09,0.00,0.00,13.89,0.09,0.03,0.04,0.49,0.12,0.96,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.11
