Tokens,AWL,AMP,ANDC,BEMA,BYPA,CAUS,CONC,COND,CONJ,CONT,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PASS,PASTP,PEAS,PHC,PIN,PIRE,PIT,PLACE,POMD,PRED,PRESP,PRIV,PRMD,PROD,PUBV,RB,SERE,SMP,SPAU,SPIN,SPP2,STPR,SUAV,SYNE,THAC,THATD,THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,WHCL,WHOBJ,WHQU,WHSUB,WZPAST,WZPRES,XX0
23913.00,4.97,0.08,0.04,1.12,0.00,0.01,0.00,0.08,0.07,0.00,0.53,0.06,0.00,0.08,0.09,0.00,1.48,1.20,0.00,0.01,6.01,0.03,21.72,1.43,0.12,0.00,0.00,0.07,10.09,7.44,0.08,0.51,0.15,0.17,0.08,0.00,0.75,0.13,0.00,0.72,0.93,0.01,0.00,0.00,0.00,0.02,0.01,0.65,0.12,0.00,0.02,13.68,0.09,0.01,0.05,0.50,0.08,0.85,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.12
