Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
10362_17,9061,5.08,197,0.01,0.14,1.32,0.13,0.02,0,0.03,0.17,0,0.31,0.14,0,0.03,0.14,0.01,0.35,1.51,0,0,6.30,0,30.67,5.49,0.01,1.37,0.11,0.49,1.59,11.60,0.09,0.25,0.21,0.61,0.31,0.10,0.88,0.18,0,0.30,0.84,0.11,0,0.13,0,0,0.02,0.13,0.09,0.02,0.01,0.08,0.15,0.47,0.02,0.07,0.06,1.11,2.81,0,0.03,0,0.11,0.45,0.39,0.21,
10384_11,158,5.20,125,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,6.33,0,32.28,4.43,0,0,0.63,0,1.90,7.59,0,0,0,0,0,0,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,
10384_12,122,5.27,99,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,6.56,0,34.43,3.28,0,0,0.82,0,0.82,9.02,0,0,0,0,0,0,0.82,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,
10384_14,872,5.13,189,0.11,0.23,1.15,0,0,0,0.11,0.11,0,0.80,0,0,0,0.23,0.34,0,1.38,0,0,8.03,0,28.33,4.47,0,3.56,0.11,0.69,1.26,12.84,0.23,0.69,0.34,0.11,0.23,0.11,1.38,0.34,0,0.34,1.26,0,0,0,0,0,0,0.46,0.46,0.11,0.11,0,0.11,0.92,0.23,0.57,0.11,1.38,6.08,0,0,0,0,0.46,0.34,0.46,
10384_15,4095,5.01,244,0.07,0.02,0.71,0.07,0,0,0,0.02,0,0.37,0.20,0,0,0.20,0.02,0.02,2.34,0,0,4.81,0.02,35.43,3.91,0.02,1.12,0.12,0.56,0.85,12.04,0.05,0.15,0.17,0.07,0.22,0.05,0.46,0.12,0,0.12,0.37,0,0,0.05,0,0,0,0.17,0.10,0,0.05,0.15,0.05,0.27,0,0.05,0.10,1.64,2.27,0,0,0,0.15,0.44,0.39,0.32,
10384_16,926,4.73,189,0,0.65,0.97,0.22,0,0,0.43,0.22,0,1.51,0.22,0,0.32,0.11,0,0,1.40,0,0,4.43,0.11,25.59,5.29,0,2.38,0,0.11,0.54,14.90,0.22,0.11,0.11,1.08,0.54,0,1.08,1.08,0,0.32,1.51,0,0,0.11,0,0,0,0.97,0,0,0.11,1.08,0.11,1.19,0,0.43,0,1.19,1.62,0,0,0,0.54,0.43,0.32,0.54,
10384_18,136,5.40,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,80.15,0.74,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0.74,0,
10776_13,493,5.02,185,0,0,0.41,0,0,0,0,0,0,0.20,0,0,0,0,0,0,2.23,0,0,7.10,0,32.25,5.88,0,0.41,0,0.20,1.22,12.98,0,0,0,0,0.20,0,0.41,0,0,0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.20,0,0.61,2.23,0,0,0,0,0.61,0.20,0.41,
10776_16,5277,5.07,205,0.02,0.11,0.44,0.19,0,0,0.04,0.09,0,0.25,0.06,0,0.02,0.13,0.09,0.02,1.61,0,0,6.08,0.02,31.80,4.42,0,1.72,0.06,0.57,1.19,12.64,0.13,0.19,0.21,0.17,0.17,0.09,0.89,0.15,0,0.32,0.49,0.08,0,0,0,0,0,0.17,0.11,0,0,0.02,0.11,0.55,0.04,0.23,0.13,0.93,3.35,0,0.06,0,0.09,0.61,0.47,0.21,
10776_9,214,5.24,116,0,0.93,1.40,0,0,0,0,0.47,0,0.93,0,0,0,0,0,0,1.40,0,0,7.48,0,25.23,3.74,0,0.93,0,0.47,3.74,11.68,0,0,0,0,1.87,0,0.47,0,0,1.40,1.40,0,0,0,0,0,0,1.40,0,0,0,0.47,0,2.34,0.47,1.87,0.47,0,6.07,0,0,0,0.93,0,0,0,
10853_15,184,5.41,97,0,1.09,1.63,0.54,0,0,0,0.54,0,1.63,0,0,0,0,0,0,1.63,0,0,7.07,0,22.83,4.89,0,1.63,0,0.54,3.26,13.04,0,0,0.54,0,2.17,0,0.54,0,0,2.17,1.63,0,0,0,0,0,0,2.17,0,0,0,1.09,0,1.63,0,1.63,0.54,0,7.07,0,0,0,1.63,0,0,0,
10853_20,237,4.97,104,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.84,0,0,7.17,0,35.02,5.06,0,0,0,0,2.11,12.24,0,0,0,0,0,0,2.95,0,0,0.42,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0.42,0,0,0,0,2.11,1.69,0,0,0,0,0.42,0.42,0,
10853_21,237,4.97,104,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.84,0,0,7.17,0,35.02,5.06,0,0,0,0,2.11,12.24,0,0,0,0,0,0,2.95,0,0,0.42,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0.42,0,0,0,0,2.11,1.69,0,0,0,0,0.42,0.42,0,
10853_22,11083,4.96,174,0.01,0.18,1.45,0.15,0.01,0.03,0.05,0.08,0,0.28,0.13,0,0.03,0.10,0.07,0.10,1.38,0,0,6.35,0.03,32.14,4.39,0.05,1.62,0.05,0.44,1.12,11.36,0.19,0.23,0.27,0.06,0.23,0.05,0.95,0.14,0,0.17,0.67,0.05,0,0.07,0,0,0,0.15,0.14,0.02,0.05,0.01,0.08,0.49,0.05,0.16,0.07,1.08,3.16,0.01,0,0,0.16,0.49,0.55,0.24,
10853_24,328,5.40,181,0,0.30,0.61,0,0,0,0.91,0.30,0,0.91,0.30,0,0,0.30,0,0,1.52,0,0,5.79,1.22,33.84,3.66,0,1.52,0,0.61,1.22,9.76,0,0,0.30,0.91,0.30,0,0.91,0.30,0,0.61,2.44,0,0,0,0,2.13,0,0.30,0,0,0,0,0,1.52,0,0.61,0.30,0.30,3.05,0,0,0,0.61,0.30,0.30,0.30,
10853_25,294,5.41,190,0.34,0.34,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,62.59,1.70,0,1.36,0,0,1.02,3.74,0,0,0,1.36,0.68,0,0,0,0,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,2.38,0,0,0,0.34,0,0.68,0,
10975_10,690,5.46,202,0,0.58,1.45,0.43,0,0,0.14,0.14,0,1.01,0.14,0,0,0.14,0,0,0.72,0,0,5.51,0.29,25.36,7.83,0,2.32,0.14,0.29,3.33,13.04,0.29,1.01,0.14,0.29,1.30,0.14,1.45,0.58,0,0.43,2.03,0.14,0,0.29,0,0,0.14,1.59,0,0.14,0.14,0.72,0,1.88,0.14,1.30,0.29,0.14,5.07,0,0,0,0.29,0,1.45,0.29,
10975_17,256,5.48,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,7.42,0,31.64,8.98,0,0.39,0,0,2.73,11.72,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,2.73,0,0,0,0,0.78,0,0.39,
10975_18,7020,5.27,197,0.03,0.07,0.66,0.14,0.03,0.01,0,0.07,0,0.37,0.16,0,0.01,0.10,0.03,0.04,1.24,0,0,6.92,0.01,29.46,5.24,0.01,1.38,0.09,0.46,1.34,12.95,0.14,0.26,0.19,0.03,0.19,0.13,0.95,0.16,0,0.27,0.66,0.04,0,0.10,0.01,0,0,0.21,0.10,0.01,0.01,0.09,0.04,0.38,0.04,0.16,0.13,1.60,2.71,0,0.01,0,0.09,0.56,0.61,0.27,
10975_20,209,5.53,138,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0.48,0,0,5.74,0,39.71,3.35,0,0,0,0,1.91,7.18,0,0,0,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.48,2.39,0,0,0,0.48,0,0.48,0,
10975_21,966,4.74,167,0,0.52,1.04,0,0,0,0.62,0.31,0,0.52,0.21,0,0.10,0.10,0,0,0.31,0,0,6.94,0.21,26.09,4.76,0,1.35,0,0.10,1.24,12.42,0.10,0.10,0.10,0.72,0.62,0.10,1.45,1.04,0,0,1.24,0,0,0.10,0,0,0,0.62,0,0,0,0.31,0.41,3.52,0,0.52,0.10,1.04,1.55,0,0.10,0,0.41,0,1.04,0.62,
10975_22,515,5.71,245,0,0.19,0.97,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.78,0,0,6.80,0,51.46,4.47,0,0,0,0,2.33,6.99,0,0.58,0.19,0,0.19,0.39,0,0,0,0,0.78,0,0,0,0,0,0,0.19,0,0,0,0,0,0.39,0,0.39,0,0.39,2.52,0,0,0,0,0,0.58,0,
11097_13,1019,5.31,194,0.10,0.10,0.39,0,0,0,0.10,0,0,0.20,0,0,0.10,0,0.10,0,1.86,0,0,8.15,0,29.74,5.59,0,5.10,0,0.20,1.57,13.74,0.39,0.39,0.29,0.10,0.20,0,1.67,0.20,0,0.29,0.98,0.10,0,0,0,0,0,0.10,0.29,0,0.20,0,0,1.57,0.10,0.20,0,0.39,5.79,0,0,0,0.29,1.18,0.69,0.20,
11097_14,4946,4.92,211,0.02,0,1.50,0.06,0,0,0,0.06,0,0.14,0.06,0,0.02,0.22,0.02,0.02,1.46,0,0,6.71,0,30.19,4.63,0,1.19,0,0.65,0.85,11.85,0.08,0.06,0.10,0,0.26,0.10,0.69,0.12,0,0.14,0.47,0,0,0.10,0,0,0,0.14,0.12,0,0.02,0,0.02,0.34,0,0.10,0.10,0.99,2.30,0,0.02,0,0.24,0.53,0.65,0.18,
11097_15,202,6.10,107,0,0.50,0.50,0.50,0,0,0.50,0.50,0,0,0.50,0,0.50,0,0,0,6.93,0,0,4.95,0,50.50,3.47,0,0.50,0.50,0.50,2.48,7.43,0,0.99,0,0,0,0,0.50,0,0,0.50,0.99,0,0,0.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50,1.98,0,0,0,0,0.50,0.99,0,
11097_18,735,4.60,184,0.14,0.27,1.22,0.14,0,0,0.27,0.14,0,1.09,0,0,0.27,0.27,0,0.14,1.09,0,0,5.99,0,22.99,4.22,0.14,1.90,0,0.14,1.09,14.15,0.27,0.27,0,1.09,0.82,0,0.95,1.36,0,0.14,0.68,0.14,0,0,0,0.14,0,1.22,0,0,0.14,0,0.27,2.45,0,0.41,0,0.68,2.31,0,0,0,1.22,0.54,1.36,0.54,
11097_19,583,5.17,208,0,0,1.20,0.34,0,0,0.86,0,0,0.69,0,0,0,0.51,0,0.17,1.72,0,0,7.38,0.34,33.45,3.60,0,1.37,0,0,0.86,11.84,0,0.34,0,0.86,0.86,0,1.20,0.86,0,0.34,0.86,0,0,0.17,0,1.72,0,0.51,0.17,0,0.17,0.17,0,1.03,0,1.03,0,0.34,3.95,0,0,0,0.17,0.69,1.03,0.17,
11368_13,1323,4.77,188,0,0.38,1.51,0,0,0,0.15,0,0,0.83,0.60,0,0.15,0.15,0,0.23,0.60,0,0,6.12,0.08,24.64,4.31,0,2.04,0,0,0.45,13.83,0.38,0.23,0,1.13,0.30,0.23,0.60,0.83,0,0.38,1.36,0,0,0.15,0,0,0,0.53,0.08,0,0.08,0.23,0.15,2.42,0,0.60,0,1.51,2.27,0,0,0,0.30,0.23,0.91,0.30,
11368_14,508,4.87,149,0,0,0.79,0.39,0,0,0.20,0,0,0.79,0.20,0,0,0.20,0,0,1.38,0,0,4.92,0.20,25.79,3.74,0,1.57,0,0.20,0.79,15.16,0.39,0,0,0.79,0.59,0,1.18,0.39,0,0.20,1.77,0,0,0.20,0,0,0.39,0.59,0,0,0,0.39,0.20,0.98,0,0.98,0,0.59,2.36,0,0,0,0,0.59,1.77,0.39,
11368_15,685,5.20,237,0,0,0.73,0,0,0,0.15,0,0,0.29,0,0,0,0,0,0.15,1.31,0,0,3.07,0.29,39.71,4.53,0,0.29,0.15,0,0.88,8.47,0,0,0.15,0.88,0.73,0,0.44,0.29,0,0.15,0.44,0,0,0.29,0,0.15,0,0.29,0,0,0,0,0.15,0.73,0,0.88,0,0.29,1.75,0,0,0,0.44,0,0.73,0,
11965_12,919,5.04,211,0,0,0.22,0,0,0,0,0.33,0,0.11,0,0,0,0,0,0,1.52,0,0,7.07,0,26.44,4.68,0,0.65,0,0.11,2.18,9.25,0,0.11,0,0,0,0,0.11,0,0,0,0.44,0.11,0,0.11,0,0,0,0,0,0,0,0.11,0.11,0.11,0,0.11,0.11,0.54,1.41,0,0,0,0.11,0.44,0.54,0,
11965_17,260,5.23,119,0,0.38,1.54,0.38,0,0,0.38,0,0,0,0.38,0,0,0,0,0,1.15,0,0,5.77,0.38,21.54,5.77,0,1.92,0,0.38,1.54,14.23,0,0,0,0,1.92,0,1.15,0,0,0.38,1.54,0.38,0,0.38,0,0,0,1.92,0,0,0,0.77,0,3.08,0,1.54,0.38,0.38,6.54,0,0.38,0,0.77,0,0,0,
11965_24,12456,4.96,169,0.02,0.12,1.61,0.06,0,0.01,0.08,0.11,0,0.43,0.11,0,0.04,0.15,0.03,0.09,0.98,0,0.01,7.32,0.01,29.53,4.69,0.05,1.53,0.02,0.28,1.40,11.81,0.09,0.22,0.26,0.10,0.21,0.06,0.68,0.14,0,0.22,0.75,0.11,0,0.11,0,0.02,0.02,0.11,0.10,0,0.02,0.04,0.08,0.34,0.02,0.16,0.04,1.16,2.75,0,0.02,0,0.06,0.43,0.53,0.27,
11965_26,1194,5.40,197,0,0.17,0.34,0.34,0,0,0.42,0.34,0,0.34,0,0,0.08,0.17,0.08,0,1.34,0,0,6.20,0.17,43.38,3.77,0,0.67,0,0.42,1.59,9.80,0.08,0.08,0.42,0.92,0.34,0.08,0.17,0.34,0,0.25,0.75,0,0,0.25,0,1.09,0,0.42,0,0.08,0,0.08,0,1.17,0,0.42,0,0.25,1.93,0,0,0,0.42,0.59,0.75,0.08,
1216_10,428,5.14,247,0.23,0.23,0.47,0,0,0,0,0,0,0.23,0,0,0,0,0,0,2.57,0,0,2.10,0,56.07,0.47,0,0.47,0,0,0.47,2.57,0,0.23,0,0,0.47,0,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0.23,0,0,0,
1216_8,233,5.62,126,0,1.29,2.58,0,0,0,0.43,0.43,0,0.43,0,0,0,0,0,0,1.29,0,0,9.44,0,18.88,9.44,0,0.86,0,0.43,3.43,14.16,0,0.43,0,0.43,3.00,0,0.86,0.43,0,1.29,0.86,0,0,0,0,0,0,1.29,0,0,0,0.86,0,1.29,0,0.86,0.43,0,5.58,0,0,0,0.86,0.43,0.43,0,
12244_15,801,5.32,195,0,0,0.62,0,0,0,0,0,0,0.87,0.12,0,0.25,0.37,0.25,0,1.50,0,0,8.86,0,26.84,5.12,0.37,4.00,0.12,1.00,1.50,13.23,0.37,0.37,0.25,0.25,0.37,0,1.12,0.25,0,0.62,1.62,0.12,0,0,0,0,0.25,0.12,0.12,0,0.12,0,0,0.87,0.12,0.12,0.37,0.75,5.74,0,0,0,0,0.12,0.50,0.37,
12244_16,3574,4.95,227,0.03,0.03,1.18,0.17,0,0,0.03,0.14,0,0.25,0.03,0,0,0.03,0.06,0.06,1.37,0,0,6.52,0.03,31.62,4.92,0.03,0.84,0.22,0.14,1.01,11.61,0.06,0.11,0.14,0.22,0.34,0,0.36,0.11,0,0.28,0.53,0.06,0,0.06,0,0,0,0.11,0.20,0,0.03,0,0.06,0.34,0,0.08,0.06,1.32,2.88,0,0,0,0.08,0.39,0.25,0.34,
12244_17,1872,4.70,182,0,0.16,1.12,0.16,0,0,0.43,0.16,0,1.23,0.11,0,0.11,0.05,0,0,0.80,0,0,5.93,0.16,23.72,5.56,0,1.28,0,0.11,0.85,13.41,0.21,0.53,0.21,0.69,0.64,0,0.91,1.07,0.11,0.32,0.96,0,0,0.11,0,0.16,0,0.85,0.11,0,0.11,0.11,0.21,3.21,0,0.43,0,0.75,1.92,0.05,0,0,0.37,0.27,0.59,0.43,
12244_9,278,5.60,142,0,0.72,2.16,0,0,0,0.36,0.36,0,1.08,0,0,0,0,0,0,1.08,0,0,8.99,0,19.06,9.35,0,0.36,0,0.72,2.52,13.67,0,0.36,0.36,0.72,0.72,0,1.08,0.36,0,1.44,1.80,0,0,0,0,0,0,1.08,0.36,0,0,1.08,0,1.08,0,1.08,0.72,0.72,6.47,0,0,0,0.72,0,0.36,0.36,
12527_8,17569,5.12,222,0.04,0.17,0.60,0.10,0.02,0.02,0.11,0.13,0,0.46,0.14,0,0.05,0.11,0.07,0.22,1.08,0,0.03,6.44,0.03,31.31,5.29,0.05,1.65,0.05,0.44,1.35,12.23,0.13,0.31,0.23,0.22,0.32,0.06,0.80,0.38,0,0.34,0.84,0.07,0,0.18,0.01,0.02,0.03,0.34,0.11,0,0.05,0.10,0.10,0.81,0.05,0.33,0.06,1.08,3.20,0.02,0.03,0,0.18,0.50,0.59,0.25,
1266_13,738,5.14,188,0,0.14,0,0,0,0,0,0,0,0.41,0.14,0,0.27,0,0.27,0.27,2.03,0,0,6.78,0,31.98,4.74,0,3.66,0,0.27,2.44,15.72,0.41,0.81,0.27,0,0,0,0.95,0.27,0,0.27,0.54,0.27,0,0.27,0,0,0,0,0.14,0,0.14,0,0.54,0.68,0.14,0.27,0,0.68,4.74,0,0,0,0.14,0.27,0.68,0.27,
1266_14,6233,5.06,198,0.02,0.02,0.75,0.05,0,0.02,0.03,0,0,0.18,0.08,0,0.02,0.05,0.08,0.08,1.28,0,0,6.21,0,31.09,4.86,0,0.82,0.02,0.34,1.48,10.41,0.11,0.06,0.18,0.03,0.18,0.08,0.42,0.18,0,0.27,0.37,0.06,0,0.03,0.02,0,0,0.11,0.06,0,0,0,0.18,0.24,0,0.08,0.06,1.40,1.86,0,0.05,0,0.05,0.55,0.51,0.08,
1266_16,995,4.78,202,0,0.40,0.70,0.10,0,0,0.60,0.10,0,0.80,0.10,0,0.10,0.10,0,0.30,0.40,0,0,7.04,0.10,26.83,6.13,0.10,1.31,0,0.10,1.21,12.76,0,0.30,0.30,0.80,0.50,0.10,0.90,0.80,0,0.20,0.60,0.10,0,0,0,0,0,0.70,0,0,0.10,0.10,0.30,1.81,0.10,0.30,0,1.01,1.61,0,0,0,0.20,0.40,1.21,0.70,
1266_8,246,5.31,119,0,0.81,0.81,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,8.54,0.41,19.51,7.72,0,1.22,0,0.81,2.44,14.63,0,0,0,0,0.81,0,1.63,0,0,0.81,0.81,0.41,0,0,0,0,0,1.22,0,0,0,1.63,0,2.44,0,1.63,0,0,5.69,0,0.41,0,0.81,0.81,0,0,
12905_20,1615,5.14,175,0.06,0.25,0.80,0.06,0,0,0.12,0.12,0,0.56,0.37,0,0.12,0.19,0.06,0,1.73,0,0,9.04,0,27.80,3.90,0.12,3.78,0.06,0.31,1.67,13.81,0.19,0.74,0.12,0.25,0.25,0.06,1.42,0.19,0,0.62,1.67,0,0,0.06,0,0,0.06,0.19,0.06,0.06,0.25,0.19,0.06,0.87,0,0.37,0.12,0.80,5.88,0,0.06,0,0.31,0.06,0.37,0.43,
12905_21,334,4.98,158,0,0,0.90,0,0,0,0,0,0,0,0,0,0,0,0.30,0,2.69,0,0,11.38,0,28.44,5.39,0,0.30,0,0,2.40,11.08,0,0,0.60,0,0,0,0.30,0,0,0.30,0.60,0,0,0,0,0,0,0.60,0.30,0,0,0,0,0,0,0,0,0.60,1.20,0,0,0,0,0,0.60,0,
12905_26,8831,4.98,205,0.01,0.09,0.78,0.16,0.01,0,0,0.08,0,0.34,0.05,0,0.02,0.24,0.06,0.05,1.00,0,0,7.02,0,29.42,5.33,0.02,1.00,0.05,0.31,1.10,10.41,0.10,0.09,0.20,0.20,0.17,0.03,0.85,0.08,0,0.17,0.58,0.01,0,0.11,0.01,0.01,0.01,0.16,0.09,0,0.03,0.02,0.11,0.45,0,0.07,0.07,1.51,1.91,0,0.02,0,0.06,0.35,0.55,0.22,
12905_28,404,5.22,144,0,0,1.24,0.99,0,0,0,0,0,0.25,0,0,0,0,0,0,2.97,0,0,3.47,0,51.24,4.95,0,0.99,0.25,0,0.99,7.18,0,0,0.74,0,0,0,1.98,0.25,0,0,0.99,0.25,0,0,0,0,0,0,0,0,0,0,0.50,0,0,0,0,0.74,3.47,0,0,0,0.50,0,0,0,
12905_29,812,5.32,245,0,0,0.37,0.12,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,0.12,1.35,0,0,2.34,0,54.56,3.20,0,0.49,0,0.12,1.11,6.03,0.12,0.12,0,0.25,0.12,0,0.25,0,0,0.12,0.12,0,0,0.12,0,0.37,0,0,0,0,0,0,0,0.37,0,0,0,0.49,0.49,0,0,0,0,0,0.62,0,
12974_19,202,5.02,99,0,0.99,1.49,0.50,0,0,0.50,0,0,0,0,0,0,0,0,0,1.49,0,0,6.44,0,21.29,3.47,0,1.49,0,0.50,1.98,11.88,0,0.50,0,0,0.99,0,1.49,0,0,0.99,2.97,0,0,0.50,0,0,0,2.48,0,0,0,1.49,0,4.46,0,1.98,0,0,6.93,0,0.50,0,0.99,0,0,0,
12974_25,1432,5.16,205,0,0.28,0.35,0.14,0,0,0.21,0.07,0,0.42,0.07,0,0.14,0.21,0.07,0.07,1.26,0,0,8.59,0,29.61,3.63,0.07,4.12,0,0.70,1.82,13.20,0.35,0.35,0.28,0.21,0.14,0,1.05,0.21,0,0.21,1.40,0.07,0,0.14,0,0,0,0.35,0.07,0,0.07,0,0.14,0.98,0.14,0.35,0.49,0.84,5.66,0.07,0,0,0.07,0.21,0.56,0.21,
