Filename,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type
10853_25,-25.65,-5.9,8.08,-9.27,-1.86,-3.5,Learned exposition
10975_10,-17.63,-4.57,19.27,3.78,0.47,1.39,Learned exposition
10975_17,-23.63,-6.74,17.96,-9.27,-0.81,-3.5,Learned exposition
10975_18,-24.25,-4.01,9.67,-7.08,0.51,-2.31,Learned exposition
10975_20,-23.42,-7.01,13.41,-9.27,-3.92,-1.21,Learned exposition
10975_21,-16.77,-6.03,9.96,5.71,0.06,-1.19,Learned exposition
10975_22,-32.8,-4.78,12.34,-7.95,-3.92,-3.04,Learned exposition
11097_13,-23.66,-4.43,11.36,-5.21,7.61,-3.02,Learned exposition
11097_14,-23.99,-4.15,8.67,-7.52,-0.04,-3.16,Learned exposition
11097_15,-23.99,-5.32,12.65,-4.99,1.58,-3.5,Learned exposition
11097_18,-14.98,-6.45,13.52,3.5,2.85,-0.9,Learned exposition
11097_19,-20.09,-5.12,7.67,2.47,0.38,-1.26,Learned exposition
11368_13,-15.92,-4.05,6.57,0.4,-0.08,-0.72,Learned exposition
11368_14,-16.2,-6,5.56,-2.02,0.36,-0.27,Learned exposition
11368_15,-25.03,-6.61,9.1,-3.11,-3.49,-2.81,Learned exposition
11965_12,-25.59,-6.94,12.92,-8.63,0.54,-2.86,Learned exposition
11965_17,-16.22,-5.12,16.52,7.49,-1.02,-0.84,Learned exposition
11965_24,-20.93,-5.02,9.06,-7.11,0.93,-2.33,Learned exposition
11965_26,-25.72,-5.37,10.57,-1.29,1.13,-2.41,Learned exposition
1216_10,-28.39,-7.38,4.83,-9.27,-3.21,-2.95,Learned exposition
1216_8,-15.21,-3.79,24.68,0.18,1.46,0.5,Learned exposition
12244_15,-21.44,-3.26,9.08,-6.74,5.89,-1.43,Learned exposition
12244_16,-24.96,-4.86,8.28,-7.52,-0.24,-2.9,Learned exposition
12244_17,-17.08,-5.45,8.71,4.91,-0.12,-0.19,Learned exposition
12244_9,-15.39,-0.36,18.95,-1.36,-1.13,2.8,Learned exposition
12527_8,-23.92,-4.37,9.92,-4.46,1.47,-2.05,Learned exposition
1266_13,-24.67,-5.15,12,-6.34,2.49,-2.52,Learned exposition
1266_14,-24.73,-4.89,9.75,-7.79,-0.9,-3.07,Learned exposition
1266_16,-19.31,-5.77,9.28,1.33,0.89,-1.24,Learned exposition
1266_8,-17.91,-3.6,22.02,0.98,0.54,2.12,Learned exposition
12905_20,-19.06,-4.49,10.94,-5.86,3.84,-1.5,Learned exposition
12905_21,-25.77,-4.75,12.15,-7.33,-3.47,-3.5,Learned exposition
12905_26,-22.94,-5.2,8.56,-7.32,-0.6,-2.62,Learned exposition
12905_28,-23.73,-7.14,7.06,-8.68,-2.42,-2.9,Learned exposition
12905_29,-30.42,-6.76,7.88,-8.13,-3.18,-3.5,Learned exposition
12974_19,-12.51,-3.7,17.56,10.97,-1.67,1.64,Learned exposition
12974_25,-23.87,-4.78,9.21,-4.37,4.08,-2.5,Learned exposition
12974_26,-23.43,-4.89,8.77,-6.68,0.45,-2.6,Learned exposition
12974_27,-24.48,-6.62,17.64,-7.4,2.36,-3.5,Learned exposition
12974_29,-22.23,-5.26,11.19,-2.41,1.84,-2.28,Learned exposition
12974_30,-18.5,-4.88,7.74,6.81,0.03,-2.62,Learned exposition
13065_13,-21.05,-3.25,14.09,-2.95,2.07,-1.85,Learned exposition
13065_14,-21.7,-4.07,12.95,-5.08,4.98,-1.59,Learned exposition
13065_18,-23.43,-5.06,8.24,-5.54,0.31,-2.52,Learned exposition
13065_19,-21.84,-5.23,5.91,-7.61,-2.46,-3.5,Learned exposition
13122_12,-18.86,-2.76,7.11,-9.27,-3.92,-3.5,Learned exposition
13122_15,-20.99,-4.88,12.42,-5.15,4.27,-0.64,Learned exposition
13122_16,-22.78,-5.36,8.42,-7.45,-0.01,-3.05,Learned exposition
13122_17,-13.88,-4.66,9.6,5.75,1.64,-1.38,Learned exposition
13122_18,-39.63,-7.38,2.74,-9.27,-3.92,-3.5,Learned exposition
13135_11,-23.05,-3.24,12,-3.96,4.41,-2.59,Learned exposition
13135_12,-26.54,-6.84,10.5,-7.84,-1.88,-3.5,Learned exposition
13135_13,-26.41,-6.3,6.96,-7,0.58,-3.02,Learned exposition
13135_17,-26.84,-6.78,9.38,-7.39,-1.55,-3.5,Learned exposition
13135_18,-22.12,-4.22,9.56,-4.81,6,-1.52,Learned exposition
13135_19,-26.44,-5.89,6.84,-8.03,1.66,-2.47,Learned exposition
13135_21,-24.81,-4.74,15.43,-6.37,0.94,-3.02,Learned exposition
13135_22,-24.15,-4.58,10.95,-8.57,-0.73,-3.5,Learned exposition
13135_23,-26.91,-4.34,10.54,-6.29,0.69,-2.86,Learned exposition
13135_5,-26.32,-4.43,14.26,-6.25,3.33,-2.47,Learned exposition
13135_6,-26.69,-6.83,10.4,-7.85,-2.44,-3.5,Learned exposition
13135_7,-24.66,-5.9,9.78,-7.68,-0.85,-3.33,Learned exposition
13311_15,-21.22,-3.97,11.97,-4.77,5.31,-1.4,Learned exposition
13311_16,-22.38,-4.6,7.77,-6.2,0.75,-2.4,Learned exposition
13311_17,-31.15,-7.38,3.4,-8.97,-2.61,-3.09,Learned exposition
13311_20,-16.12,-5.88,7.54,2.09,1.46,-0.57,Learned exposition
13311_21,-27.15,-7.31,6.78,-7.11,-2.2,-2.97,Learned exposition
13311_9,-20.22,-3.44,17.93,-1.03,0.68,1.45,Learned exposition
13463_27,-22.92,-1.72,12.57,-3.99,2.32,-3.14,Learned exposition
13463_32,-19.69,-4.85,8.71,-5.43,1.16,-2.49,Learned exposition
13463_33,-21.81,-4.42,8.72,-4.74,1.18,-2.47,Learned exposition
13489_22,-20.97,-4.89,10.92,-4.47,4.89,-2.24,Learned exposition
13489_24,-19.92,-1,16.75,-9.27,1.21,0.53,Learned exposition
13489_25,-19.76,-1.19,22.32,-9.27,1.05,0.41,Learned exposition
13489_26,-19.02,-7.38,13.58,-9.27,0.97,4.19,Learned exposition
13489_27,-26.3,-6.9,11.09,-9.27,-1.61,-3,Learned exposition
13489_29,-22.13,-3.61,9.07,-6.22,1.64,-2.1,Learned exposition
13489_31,-31.8,-6.12,14.02,-8.58,-2.27,-3.5,Learned exposition
13489_32,-22.56,-5.73,11.53,-1.75,-0.95,-2.19,Learned exposition
13619_11,-23.62,-4.69,8.43,-6.78,1.15,-2.6,Learned exposition
13765_13,-24.62,-4.98,13.29,-7.82,0.86,-2.43,Learned exposition
13765_14,-21.42,-1.4,7.22,-8.75,-0.32,-3.5,Learned exposition
13765_15,-20.16,-6.12,12.38,-0.53,0.35,-0.88,Learned exposition
13765_7,-20.31,-0.98,7.32,-4.44,2.04,-2.14,Learned exposition
13765_8,-19.28,-2.85,19.43,-1.53,0.23,-2.5,Learned exposition
14039_12,-10.5,-3.93,8.6,-1.42,-0.86,-2.45,General narrative exposition
14039_14,-24.41,-4.35,9.89,-4.73,0.92,-2.24,Learned exposition
14039_6,-20.75,-2.8,8.19,-4.99,0.48,-2.81,Learned exposition
14142_10,-23.02,-4.6,9.65,-7.34,1.12,-2.29,Learned exposition
14142_11,-27.49,-5.46,6.01,-9.27,-2.86,-3.5,Learned exposition
14142_13,-28.09,-6.67,11.62,-5.72,0.74,-2.19,Learned exposition
14185_12,-23.42,-4.23,9.38,-4.8,0.91,-1.74,Learned exposition
14185_8,-15.94,-4.15,20.65,0.25,1.94,1.7,Learned exposition
1418_15,-15.78,-2.3,17.09,0.03,0.58,-3.5,Learned exposition
1418_17,-26.62,-2.94,11.71,-8.45,2.17,-2.47,Learned exposition
1418_18,-22.57,-4.8,15.12,-8.26,4.41,-2.47,Learned exposition
1418_19,-24.76,-4.53,8.67,-7.85,0.43,-2.7,Learned exposition
1418_21,-14.8,-6.27,9.94,12.06,-1.49,1.88,Learned exposition
1418_22,-20.51,-5.44,6.59,5.12,1.94,-0.41,Learned exposition
14217_13,-17.16,-2.29,28.5,-0.59,1.45,-0.12,Learned exposition
14217_16,-23.8,-3.43,9.83,-7.81,5.12,-2.43,Learned exposition
14217_20,-23.24,-3.43,10.83,-6.28,5.58,-2.45,Learned exposition
14217_21,-23.53,-4.15,8.79,-7.2,0.38,-2.8,Learned exposition
14217_22,-28.02,-7,11.25,-6.23,-3.47,-3.5,Learned exposition
14217_23,-16.53,-4.69,7.88,3.73,3.54,-0.14,Learned exposition
1431_13,-22.03,-7.27,6.91,-9.27,-3.92,-3.5,Learned exposition
1431_14,-21.63,-7.24,9.77,-9.27,-1.88,-3.5,Learned exposition
1431_18,-23.2,-4.57,9.11,-7.36,0.82,-2.53,Learned exposition
1431_19,-16.64,-3.3,18.68,0.48,0.26,1.86,Learned exposition
1431_26,-18.9,-4.98,3.64,1.58,2.8,-0.41,Learned exposition
1431_27,-28.1,-5.65,6.82,-7.92,-1.6,-2.93,Learned exposition
1431_9,-20.57,-6.05,2.19,-9.27,-3.92,-3.5,Learned exposition
14330_10,-28.42,-7.3,7.04,-9.27,-3.17,-3.5,Learned exposition
14330_11,-23.59,-4.25,9.29,-5.88,0.93,-2.67,Learned exposition
14330_12,-23,-3.85,10.63,-2.42,4.73,-1.23,Learned exposition
14330_5,-22.03,-3.69,13.27,-9.27,-3.92,-3.5,Learned exposition
14330_6,-24.44,-6.14,13.17,-6.18,-1.3,-3.5,Learned exposition
14369_10,-26.32,-1.41,11.57,-7.51,-0.23,-2.69,Learned exposition
14369_17,-22.59,-4.56,8.97,-5.34,3.06,-2.22,Learned exposition
14369_18,-20.81,-4.83,10.11,-7.6,0.19,-3.14,Learned exposition
14369_20,-19.64,-3.75,10.99,-4.63,-1.12,-2.39,Learned exposition
14380_11,-22.88,-5.19,9.05,-6,1.23,-2.83,Learned exposition
14380_12,-22.59,-2.45,12.62,-6.1,3.64,-2.12,Learned exposition
14380_13,-22.5,-3.88,8.43,-4.19,1.2,-2.2,Learned exposition
143_11,-24.94,-4.6,8.89,-5.85,0.28,-3.19,Learned exposition
143_12,-24.61,-3.91,7.84,-6.28,1.88,-2.51,Learned exposition
143_13,-25.9,-2.11,10.53,-5.41,0.04,-2.69,Learned exposition
143_14,-20.16,-5.39,7.88,-2.42,-0.08,-1.24,Learned exposition
143_3,-23.39,-2.41,6.2,-8.56,2.18,-2.92,Learned exposition
14408_20,-23.49,-3.02,15.78,-5.22,6.16,-2.04,Learned exposition
14408_21,-24.07,-4.25,9.43,-6.94,0.09,-3,Learned exposition
14408_22,-11.3,-6.35,4.18,-3.68,0.82,-3.5,General narrative exposition
14408_24,-27.94,-5.14,-1.84,-9.27,-1.17,-3.5,Learned exposition
14586_10,-23.88,-6.68,8.77,-8.63,-1.97,-3.5,Learned exposition
14586_33,-25.5,-6.25,6.36,-8.99,-1.71,-1.21,Learned exposition
14586_39,-26.11,-4,11.47,-5.18,0.34,-2.4,Learned exposition
14586_4,-25.91,-2.85,13.38,-7.3,3.47,-2.69,Learned exposition
14586_7,-27.93,-5.18,9.61,-9.27,1.48,-2.31,Learned exposition
14629_10,-24.74,-4.42,7.81,-7.32,1.47,-2.55,Learned exposition
14629_6,-21.64,-7.22,6.21,-8.4,-3.92,-3.5,Learned exposition
14764_16,-25.7,-4.77,9.72,-6.58,0.84,-2.62,Learned exposition
14998_2,-24.72,-5.72,7.88,-3.66,0.55,-2.83,Learned exposition
14998_3,-24.91,-1.29,9.42,-7.91,2.24,-3.12,Learned exposition
14998_4,-24.19,-6.17,7.54,-8.52,-0.19,-2.88,Learned exposition
14998_5,-21.41,-4.83,9.95,-2.74,1.17,-1.76,Learned exposition
15270_12,-19.56,-4.85,18.21,-1.21,0.08,0.05,Learned exposition
15270_18,-23.1,-3.91,11.74,-4.38,4.02,-1.88,Learned exposition
15270_19,-24.12,-3.92,8.5,-6.6,-1.05,-2.52,Learned exposition
15270_22,-15.59,-6.38,12.81,2.69,-0.34,-0.69,Learned exposition
15417_15,-23.79,-4.32,9.05,-6.67,0.6,-2.19,Learned exposition
15417_17,-18.58,-5.83,9.45,3.39,-0.1,-0.32,Learned exposition
15417_9,-16.22,-4.69,19.75,-1.58,-0.3,5.26,Learned exposition
15419_14,-22.63,-4.24,9.17,-6.41,2.4,-2.45,Learned exposition
15419_21,-21.98,-5.55,8.25,-4.31,-0.68,-2.67,Learned exposition
15704_18,-20.07,-6.9,11.94,-9.27,-1.7,-1.74,Learned exposition
15704_22,-23.39,-4.49,9.24,-7.01,0.23,-2.93,Learned exposition
15704_24,-31.7,-6.38,8.53,-6.66,-2.94,-2.97,Learned exposition
1578_7,-20.82,-3.23,11.1,-4.48,2.37,-2.07,Learned exposition
1578_8,-22.29,-2.98,9.28,-2.43,0.75,-2.62,Learned exposition
16029_13,-21.43,-6.31,13.3,-6.81,-0.02,-3.5,Learned exposition
16029_14,-22.79,-7.09,8.3,-9.27,-3.92,-3.5,Learned exposition
16029_18,-19.27,-2.22,8.98,-3.84,6.98,-1.18,Learned exposition
16029_19,-22.98,-5.1,8.7,-7.71,0.18,-2.59,Learned exposition
16029_20,-22.75,-5.49,10.16,-8.84,-2.14,-3.5,Learned exposition
16029_21,-19.03,-6.78,8.72,-2.41,-1.83,1.74,Learned exposition
16029_22,-16.79,-7.13,9.67,2.48,4.51,-0.14,Learned exposition
16029_23,-27.86,-5.36,11.52,-6.41,-3.33,-3.02,Learned exposition
16189_11,-18.04,-1.11,15.11,0.8,-1.05,2.06,Learned exposition
16189_13,-28.47,-6.97,14.05,-9.27,-3.5,-2.31,Learned exposition
16189_14,-23.53,-4.1,14.4,-5.92,5.37,-2.59,Learned exposition
16189_15,-26.67,-3.4,11.78,-6.24,0.4,-2.58,Learned exposition
16189_16,-39.88,-6.66,6.83,-8.39,-2.13,-3.5,Learned exposition
16248_17,-20.98,-3.03,9.73,-6.39,4.98,-1.31,Learned exposition
16248_18,-24.53,-5.06,8.69,-6.59,-0.44,-3.02,Learned exposition
16248_20,-24.4,-6.48,9.93,-6.59,-1.45,-1.1,Learned exposition
16248_21,-37.14,-6.97,6.82,-8.92,-3.54,-3.5,Learned exposition
16324_13,-29.23,-4.21,11.88,-9.27,-1.79,-3.5,Learned exposition
16324_15,-22.32,-4.4,9.66,-4.9,2.24,-2.01,Learned exposition
16909_11,-24.6,-5.74,10.96,-7.95,-1.6,-2.62,Learned exposition
16909_15,-24.86,-4.05,10.76,-6.69,0.96,-2.55,Learned exposition
16909_16,-21.98,-3.03,3.25,-6.63,-2.8,-3.5,Learned exposition
16909_17,-22.46,-5.76,5.11,7.96,1.95,-1.33,Learned exposition
16909_9,-21.81,-2.88,11.97,-3.7,-0.56,2.41,Learned exposition
17084_10,-21.22,-4.37,8.65,-7.31,-0.46,-2.91,Learned exposition
17084_11,-11.67,-0.92,8.56,-6.27,1.17,-0.6,Learned exposition
17084_12,-21.08,-3.91,7.24,-4.18,0.46,-1.88,Learned exposition
17084_5,-20.45,-4.41,9.89,-5.89,7.16,-2.33,Learned exposition
17125_10,-16.48,-4.41,19.2,-0.5,1.47,1.29,Learned exposition
17125_12,-23.92,-4.66,8.64,-6.54,1.08,-2.52,Learned exposition
17125_14,-18.17,-4.32,10.21,3.58,-1.89,-1.93,Learned exposition
17125_15,-16.59,-7.38,3.48,-9.27,-3.92,-3.5,Learned exposition
17190_19,-20.79,-5.09,14.28,-7.2,3.31,-2.76,Learned exposition
17190_20,-20.95,-3.95,8.38,-8.1,0.09,-2.93,Learned exposition
17190_21,-20.8,-3.29,10.99,-9.27,19.48,-3.5,Scientific exposition
17190_23,-28.9,-5.87,15.08,-8.2,-2.75,-3.5,Learned exposition
17190_7,-17.83,-3.27,6.9,-3.74,2.91,-1.49,Learned exposition
17257_12,-22.95,-2.9,9.03,-5.04,4.05,-1.81,Learned exposition
17257_13,-24.12,-4.58,10.58,-7.22,1.27,-2.76,Learned exposition
17257_15,-34.54,-6.72,7.66,-9.27,-2.73,-3.5,Learned exposition
17257_18,-26.8,-4.99,11.32,-1.54,-2.41,-3.21,Learned exposition
17364_10,-16.55,-1.46,4.59,-1.5,1.19,-2.22,Learned exposition
17364_11,-16.55,-1.46,4.59,-1.5,1.19,-2.22,Learned exposition
17364_15,-21.76,-3.26,6.5,-4.91,3.38,-2.14,Learned exposition
17364_16,-25.32,-1.68,10.77,-5.24,-0.2,-0.17,Learned exposition
17364_19,-20.41,-2.08,8.75,-1.29,3.31,-1.64,Learned exposition
17364_22,-16.4,-0.37,7.13,-3.85,-0.73,-0.62,Learned exposition
17364_23,-19.42,-5.92,9.56,-9.27,-3.3,-2.52,Learned exposition
17364_24,-24.34,-3.6,16.1,-7.13,-0.15,-2.16,Learned exposition
17364_26,-23.21,0.13,5.88,-7.45,-0.11,-1.54,Learned exposition
17364_28,-22.33,-4.87,11.47,-4.63,1.33,-2.12,Learned exposition
17364_29,-22.33,-4.87,11.47,-4.63,1.33,-2.12,Learned exposition
17364_30,-23.29,-1.66,10.95,-6.06,3.24,-2.12,Learned exposition
17364_31,-21.27,-3.54,10.81,-2.22,0.78,-2.02,Learned exposition
17364_32,-22.69,-4.26,11.83,-3.42,5.39,-2.14,Learned exposition
17364_33,-17.82,-0.83,21.16,-6.47,2.6,-1.19,Learned exposition
17364_36,-23.83,-5.54,9.24,-6.97,-0.37,-2.33,Learned exposition
17364_37,-22.3,-6.01,6.64,-8.04,0.11,-2.64,Learned exposition
17364_38,-22.85,-6.41,9.61,-5.27,1.11,-3.5,Learned exposition
17364_39,-19.78,-4.63,10.39,-3.28,3.12,-1.07,Learned exposition
17364_40,-26.25,-5.82,16.69,-8.09,-1.03,-2.66,Learned exposition
17364_42,-29.37,-6.32,15.53,-7.75,0.47,-3.5,Learned exposition
17364_43,-18.56,-6.57,4.15,-9.27,-1.17,-3.5,Learned exposition
17364_44,-18.56,-6.57,4.15,-9.27,-1.17,-3.5,Learned exposition
17364_45,-18.03,-4.96,4.95,-2.79,3.7,-2.54,Learned exposition
17364_46,-18.03,-4.96,4.95,-2.79,3.7,-2.54,Learned exposition
17364_47,-30.95,-4.15,7.75,-3.97,1.71,-2.5,Learned exposition
17364_5,-22.9,-4.39,11.01,-3.61,4.69,-1.31,Learned exposition
17364_8,-21,-4.81,11.23,-5.15,2.71,-1.4,Learned exposition
17364_9,-16.55,-1.46,4.59,-1.5,1.19,-2.22,Learned exposition
1743_11,-23.39,-3.24,9.5,-7.98,1.61,-3.5,Learned exposition
1743_15,-25.02,-5.28,10.61,-6.9,1.7,-2.38,Learned exposition
1743_17,-36.64,-7.38,3.77,-9.27,-3.92,-3.5,Learned exposition
1743_9,-16.71,-2.26,22.41,6.25,-2.3,2.74,Learned exposition
17510_12,-21.48,0.96,15.31,-2.98,3.5,1.24,Learned exposition
17510_13,-15.44,-3.39,15.14,1.16,1.33,-3.04,Learned exposition
17510_16,-25.3,-5.29,9.95,-5,1.31,-2.41,Learned exposition
17510_18,-21.56,-5.05,3.57,-9.27,-1.36,-2.21,Learned exposition
17510_19,-32.52,-5.54,13.14,-7.97,-2.33,-2.5,Learned exposition
17510_22,-25.56,-6.36,9.03,-3.73,0.04,-2.15,Learned exposition
17510_23,-23.98,-6.25,6.24,-6.5,-0.37,-2.88,Learned exposition
1789_12,-23.54,-2.72,11.83,-4.78,3.75,-2.97,Learned exposition
1789_13,-22.44,-4.51,12.01,-7.82,-0.58,-2.77,Learned exposition
1789_14,-24.93,-5.53,13.06,-8.18,-2,-3.5,Learned exposition
1789_15,-18.33,-3.81,7.76,3.44,-0.04,-2.57,Learned exposition
17953_10,-22.3,-7.23,8.29,-9.27,-3.92,-0.26,Learned exposition
17953_11,-25.21,-6.75,13.84,-8.7,-1.91,-1.21,Learned exposition
17953_12,-21,-3.39,9.93,-5.23,2.92,-1.5,Learned exposition
17953_13,-21.78,-3.15,7.36,-2.4,0.04,-1.02,Learned exposition
17953_18,-20.27,-2.8,4.28,1.88,1.35,1.1,Learned exposition
17953_19,-16.67,-3.73,7.33,-9.27,7.04,0.67,Scientific exposition
17953_20,-23.35,-5.75,12.24,-6.15,-0.02,-1.76,Learned exposition
17953_8,-22.24,-4.25,12.22,-7.64,-1.1,-0.38,Learned exposition
17953_9,-22.93,-4.28,8.56,-8.02,-3.03,-0.66,Learned exposition
18003_10,-29.66,-5.44,4.83,-3.03,-1.76,-3.5,Learned exposition
18003_2,-15.23,-5.98,5.82,-0.15,-1.02,1.62,Learned exposition
18003_6,-20.78,-3.36,34.01,-2.89,3.44,-1.64,Learned exposition
18003_8,-21.21,-4.16,9.52,-6.39,1.3,-2.24,Learned exposition
18075_14,-18.28,-1.76,10.63,-4.1,5.2,-1.62,Learned exposition
18075_15,-24.59,-4.14,7.94,-7.92,1.26,-2.86,Learned exposition
18075_16,-27.45,-7.15,12.17,-9.27,-2.12,-2.78,Learned exposition
18075_20,-26.63,-7.38,6.03,-7.41,2.79,-3.5,Learned exposition
18075_24,-17.93,-7.01,11.07,-6.27,1.9,-1.5,Learned exposition
18075_25,-17.07,-5.52,8.15,2.42,1.1,-1.12,Learned exposition
18075_6,-14.73,-2.59,20.69,4.85,-2.36,1.29,Learned exposition
1858_2,-23.45,-0.99,9.19,-1.3,4.49,-1.52,Learned exposition
1858_3,-17.79,-1.17,13.85,-3.13,2.75,-2.33,Learned exposition
1858_4,-22.42,-5.38,9.33,-5.83,-0.3,-2.45,Learned exposition
19329_18,-22.96,-4.6,10.97,-7.37,0.48,-2.86,Learned exposition
19329_20,-15.65,-5.79,11.73,2.87,3.29,-0.66,Learned exposition
19329_21,-28.32,-6.88,10.68,-8.47,-3.62,-3.5,Learned exposition
1942_11,-23.99,-3.26,13.98,-8.47,-2.46,-3.5,Learned exposition
1942_14,-19.54,-2.16,15.06,-6.51,6.36,-2.43,Learned exposition
1942_15,-24.75,-4.28,9.25,-7.29,0.06,-2.88,Learned exposition
1942_16,-17.25,-3.26,7.77,4.42,3.41,-2.43,Learned exposition
1942_18,-17.21,-5.31,8.47,1.32,1,-0.59,Learned exposition
1942_19,-18.72,-5.6,8.37,9.2,0.74,-1.57,Learned exposition
1942_20,-33.47,-7.38,5.66,-9.27,-3.92,-3.5,Learned exposition
19766_5,-24.54,-6.26,7.78,-7.7,-0.8,-2.4,Learned exposition
19766_6,-20.22,-7.17,3.06,-7.59,-2.9,-3.12,Learned exposition
19766_7,-28.67,-5.3,7.72,-8.51,2.58,-2.33,Learned exposition
19766_8,-24.65,-5.38,9.83,-5.33,-1.83,-2.66,Learned exposition
19766_9,-21.96,-3.73,10.48,-4.1,0.58,-1.85,Learned exposition
1992_3,-21.8,-4.19,7.67,-4.65,1.17,-1.86,Learned exposition
20155_22,-21.4,-4,11.75,-5.3,6.88,-0.45,Learned exposition
20155_23,-20.21,-5.24,8.29,-6.86,0.52,-2.52,Learned exposition
20155_24,-25.25,-5.07,5.57,-7.22,0.96,-3.12,Learned exposition
20155_25,-21.66,-4.95,9.86,-2.02,9.02,-2.02,Scientific exposition
20155_26,-15.31,-2.13,8.01,-8.9,2.38,-3,Learned exposition
20155_27,-18.28,-6.41,9.08,-9.27,6.44,0,Learned exposition
20155_28,-18.41,-7.02,1.17,-9.27,-2.14,-3.5,Learned exposition
20155_29,-31.02,-6.26,6.6,-7.72,-0.5,-2.21,Learned exposition
20200_10,-21.55,-2.52,7.46,-3,4.08,-0.69,Learned exposition
20200_13,-25.13,-3,9.97,-6.09,2.04,-3.5,Learned exposition
20200_19,-30.19,-4.45,14.91,-8.06,-2.12,-3.21,Learned exposition
20200_20,-21.06,-3.05,14.04,-5.96,5.46,-2.09,Learned exposition
20200_21,-23.48,-5.2,9.32,-6.23,0.83,-2.69,Learned exposition
20200_22,-21.39,-2.75,7.05,-5.42,2.7,-1.12,Learned exposition
20200_23,-23.64,-2.05,5.47,-7.41,0.83,-2.07,Learned exposition
20200_25,-12.64,-4.96,5.67,3.26,-0.65,1.76,General narrative exposition
20200_26,-18.08,-5.2,10.99,-4.83,-0.52,-0.47,Learned exposition
20200_27,-30.24,-6.87,24.83,-8.36,-2.8,-2.83,Learned exposition
20200_3,-16.95,-3.97,11.55,2.06,11.05,-0.72,Scientific exposition
20200_4,-21.16,-1.22,12.44,3.79,0.99,-2.74,Learned exposition
20200_5,-18.08,-2.22,18.74,-3.7,2.02,-1,Learned exposition
20248_10,-28.25,-4.66,14.1,-9.27,-0.1,-3.5,Learned exposition
20248_13,-24.19,-4.1,7.06,-5.9,1.73,-1.89,Learned exposition
20248_16,-15.78,-5.12,10.61,4.21,1.53,-1.01,Learned exposition
20248_9,-23.23,-3.71,14.68,-7.36,4.94,-1.72,Learned exposition
2051_13,-23.09,-5.31,14.43,-6.39,5.37,-1.95,Learned exposition
2051_14,-20.82,-4.92,10.53,-6.85,0.18,-2.4,Learned exposition
2051_15,-20.64,-6.08,14.42,-8.2,-0.69,-3.21,Learned exposition
2051_17,-20.9,-1.46,1.62,-9.27,0.06,-3.5,Learned exposition
2051_18,-25.82,-6.3,8.66,-0.95,-1.54,-2.5,Learned exposition
2051_19,-19.49,-3.25,12.3,0.86,3.13,-2.31,Learned exposition
2051_22,-19.89,-4.42,9.51,-2.8,1.01,-1.35,Learned exposition
2051_2,-19.15,-2.72,9.39,-0.74,-0.45,-1.24,Learned exposition
20708_14,-15.37,-2.78,17.3,6.08,-2.42,0.59,Learned exposition
20708_16,-27.24,-0.24,17.73,-8.37,-2.77,-3.5,Learned exposition
20708_21,-21.76,-4.82,9.04,-6.59,2.22,-2.72,Learned exposition
20708_22,-26.19,-6.43,6.75,-8.79,-2.24,-3.5,Learned exposition
20708_24,-11.65,-5.3,-6.41,-9.27,19.32,-3.5,Scientific exposition
20708_25,-23.11,-4.62,7.84,-4.17,0.28,-2.48,Learned exposition
