Filename,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type
20708_4,-15.83,-2.97,5.16,-5.15,1.18,-2.02,Learned exposition
20719_14,-21.71,-2.6,10.91,-6.21,1.76,-2.64,Learned exposition
20719_19,-24.6,-4.52,7.54,-7.13,1.01,-2.16,Learned exposition
20719_21,-14.91,-7.38,9.03,2.03,5.25,-2.97,Scientific exposition
20719_22,-14.91,-7.38,9.03,2.03,5.25,-2.97,Scientific exposition
20719_23,-14.91,-7.38,9.03,2.03,5.25,-2.97,Scientific exposition
20719_24,-17.49,0.08,8.65,-0.57,6.1,-1.62,Scientific exposition
20719_25,-17.49,0.08,8.65,-0.57,6.1,-1.62,Scientific exposition
20719_26,-13.24,-2.84,9.38,-1.82,2.26,-2.32,Learned exposition
2071_24,-19.33,-3.7,13.9,3.68,-0.36,0.07,Learned exposition
2071_26,-24.38,-4.89,9.19,-5.39,1.4,-2.23,Learned exposition
2071_27,-27.55,-5.75,5.18,-4.03,-0.74,-2.07,Learned exposition
20824_10,-27.77,-6.65,9.42,-8.01,-0.1,-3.14,Learned exposition
20824_7,-8.6,-0.33,8.56,-1.32,16.3,-3.5,Scientific exposition
21183_13,-24.19,-3.55,12.66,-4.26,1.33,-1.85,Learned exposition
21183_14,-20.02,-1.28,11.97,-2.14,-0.14,-0.73,Learned exposition
21183_15,-21.77,-4,14.28,-5.55,-0.87,-1.16,Learned exposition
21183_16,-23.85,-2.39,12.12,-2.13,3.38,-0.21,Learned exposition
21183_18,-21.71,-2.28,6.48,0.65,2.94,-1.5,Learned exposition
21183_19,-22.15,-1.8,4.09,-5.52,3.06,-2.16,Learned exposition
21183_20,-18.22,0.59,8.32,0.51,7.16,-1.21,Scientific exposition
21183_21,-20.67,-4.37,4.43,-6.1,4.66,-1.93,Learned exposition
21183_22,-22.88,-4.6,9.15,-6.8,1.06,-2.09,Learned exposition
21183_24,-22.89,-5.15,6.77,-5.47,0.78,-2.47,Learned exposition
21183_25,-21.32,-3.13,6.16,-3.31,3.34,-1.7,Learned exposition
21183_26,-24.22,-3.97,9.68,-5.48,0.45,-2.43,Learned exposition
21279_17,-17.88,-4.53,9.77,4.73,0.38,2.31,Learned exposition
21279_22,-24.86,-5.12,8.35,-6.67,0.55,-2.5,Learned exposition
21279_24,-13.35,-4.62,7.69,1.78,-1.81,2.83,Learned exposition
21279_25,-23.95,-7.1,11.81,-0.84,0.77,-2.31,Learned exposition
21279_26,-21.37,-5.35,7.85,-1.78,1.23,-2.33,Learned exposition
21767_11,-15.18,-3.43,18.9,3.57,-1.56,0.54,Learned exposition
21767_13,-26.44,-4.64,11.49,-9.27,-2.12,-2.59,Learned exposition
21767_16,-30.33,-0.57,13.95,-9.27,-1.65,-3.5,Learned exposition
21767_17,-23.09,-5.33,9.26,-7.1,0.73,-2.59,Learned exposition
21767_18,-21.99,-5.51,3.8,-2.52,1.49,-2.5,Learned exposition
21912_15,-23.73,-4.91,9.89,-7.59,0.76,-2.86,Learned exposition
21912_17,-20.68,-6.38,5.37,-6.85,4.82,-3.5,Learned exposition
21912_18,-20.36,-5.61,11.6,2.47,-0.94,-0.98,Learned exposition
21912_5,-26.36,0.33,1.77,-9.27,-3.92,-3.5,Learned exposition
22187_10,-15.73,-2.88,13.76,-9.27,-1.85,-3.5,Learned exposition
22187_14,-23.19,-5.37,11,-6.75,1.73,-2.52,Learned exposition
22187_17,-25.62,-5.94,21.16,-6.83,0.73,-3.5,Learned exposition
22187_18,-15.4,-5.39,9.34,2.67,3.72,0.55,Learned exposition
22187_19,-18.8,-4.32,10.43,3.1,8.66,0.46,Scientific exposition
22187_20,-24.46,-5.25,9.88,3.61,4.02,-0.46,Learned exposition
22416_17,-23.29,-4.58,7.02,-5.68,0.55,-2.54,Learned exposition
22416_18,-27.75,-6.01,9.26,-7.35,1.02,-3.5,Learned exposition
22416_19,-27.75,-6.01,9.26,-7.35,1.02,-3.5,Learned exposition
22416_1,-23.33,-4.08,3.69,-5.96,-3.92,-3.5,Learned exposition
22416_20,-17.52,-6.47,9.46,2.6,-0.41,0.61,Learned exposition
22416_21,-22.09,-5.67,9.35,-3.13,2.61,-2.07,Learned exposition
2261_20,-27.41,-6.78,16.63,-9.27,-2,-3.5,Learned exposition
2261_21,-25.88,-4.41,13.04,-8.42,-0.01,-2.69,Learned exposition
2261_22,-20.35,-3.93,12.35,-4.98,4.66,-1.62,Learned exposition
2261_23,-23.2,-5.23,9.84,-6.7,0,-2.53,Learned exposition
2261_24,-25.26,-7.18,3.48,-9.27,-1.81,-3.5,Learned exposition
2261_25,-25.52,-3.96,3.05,-7.7,7.28,-3.5,Learned exposition
2261_26,-19.97,-2.48,8.87,-9.27,0.32,-2.54,Learned exposition
2261_27,-18.28,-4.13,8.49,-3.5,3.64,-1.97,Learned exposition
2261_28,-18.33,-4.33,13.77,-3.69,-0.49,-2.66,Learned exposition
2261_29,-19.72,-3.67,9.3,-4.71,0.73,-1.76,Learned exposition
2261_6,-17.32,-4.79,11.19,-8.06,1.35,-3.5,Learned exposition
22715_10,-17.02,-2.57,18.15,-0.08,-0.04,1.95,Learned exposition
22715_17,-22,-4.18,8.44,-5.73,1.73,-1.84,Learned exposition
22715_19,-25.1,-5.11,11.7,-6.2,-1.85,-3.09,Learned exposition
2275_14,-20.58,-4.13,9.52,-4.18,5.58,-1.95,Learned exposition
2275_15,-24.78,-5.61,8.09,-7.45,-0.49,-2.57,Learned exposition
2275_17,-41.46,-6.95,21.27,-8.83,-3.58,-3.24,Learned exposition
2275_18,-15.53,-6.75,7.22,-6.03,-1.49,-1.57,Learned exposition
23137_13,-20.38,-1.72,18.5,6.95,-2.44,1.05,Learned exposition
23137_15,-26.72,-6.23,11.75,-8.06,0.2,-2.74,Learned exposition
23137_16,-17.59,-5.26,10.77,2.34,0.41,-1.09,Learned exposition
23137_17,-20.83,-3.09,12.38,-6.68,-2.71,-3.5,Learned exposition
23137_18,-22.54,-3.96,8.06,-3.27,0.51,-2.67,Learned exposition
23299_12,-19.17,-1.72,18.93,5.87,-2.44,1.05,Learned exposition
23299_14,-25.82,-5.55,12.48,-8.02,0.54,-2.66,Learned exposition
23299_16,-17.86,-5.67,11.11,2.97,0.89,-1.21,Learned exposition
23299_17,-19.24,-3.06,9.05,2.65,-2.06,-2.02,Learned exposition
23299_18,-21.58,-4.05,9.34,-3.65,-0.48,-2.91,Learned exposition
23341_11,-19.39,-1.72,18.16,7.83,-2.44,1.05,Learned exposition
23341_13,-26.48,-5.63,12.26,-7.3,-0.38,-3,Learned exposition
23341_14,-15.73,-2.98,12.68,-0.82,-1.27,-1.4,Learned exposition
23341_15,-18.71,-4.89,9.29,-0.8,0.32,-1.09,Learned exposition
23341_7,-19.18,-5.03,6.88,-9.27,2.39,-3.5,Learned exposition
23372_10,-25.56,-7.14,12.24,-7.29,-3.92,-1.74,Learned exposition
23372_11,-23.79,-7.24,6.8,-9.27,2.85,-1.47,Learned exposition
23372_13,-21.83,-5.46,9.64,-7.09,1.12,-2.67,Learned exposition
23372_14,-27.22,-4.75,9.41,-8.18,1,-2.93,Learned exposition
23372_15,-27.99,-7.15,4.92,-7.06,-3.92,-2.66,Learned exposition
23372_9,-24.13,-6.41,16.93,-9.27,-1.18,-2.69,Learned exposition
23421_11,-19.96,-6.5,7.68,4.68,5.11,-1.22,Learned exposition
23421_13,-17.71,-2.09,13.69,3,-2.2,6.24,Learned exposition
23421_21,-22.27,-3.96,8.75,-5.6,6.9,-1.76,Learned exposition
23421_22,-24.5,-4.46,7.93,-4.76,1.36,-2.31,Learned exposition
2349_16,-15.13,-2.36,20.85,6.51,-2.27,2.86,Learned exposition
2349_24,-22.4,-3.8,9.18,-6.91,1.85,-2.48,Learned exposition
2349_25,-6.67,1.77,13.36,-9.27,3.29,-3.5,Scientific exposition
2349_26,-14.92,-5.38,7.24,3.5,2.36,-1.05,Learned exposition
2349_27,-21.11,-4.53,6.39,6.42,2.31,-1.13,Learned exposition
2349_28,-27.1,-6.48,10.15,-8.5,-1.69,-3.5,Learned exposition
2379_10,-22.14,-5.57,10.51,-6.09,1.1,-2.23,Learned exposition
2379_6,-28.26,-6.02,10.35,-7.37,-1.01,-2.97,Learned exposition
2379_9,-26.67,-5.97,7.34,-5.41,-0.99,0.05,Learned exposition
23854_14,-16.2,10.38,9.31,-9.27,0.17,-3.5,Learned exposition
23854_17,-24.13,-3.97,7.19,-6.73,2.87,-2.71,Learned exposition
23854_18,-17.73,-4.83,8.58,-1.66,1.89,-1.59,Learned exposition
23854_19,-15.07,-5.21,9.09,5.03,3.27,0.5,Scientific exposition
23978_15,-18.36,-5.81,6.57,9.42,2.61,-1.21,Learned exposition
23978_17,-13.62,10.91,15.78,-9.27,0.29,9.74,Learned exposition
23978_20,-23.2,-3.28,8.3,-7.49,2.88,-2.43,Learned exposition
23978_21,-27.91,-4.52,7.04,-6.84,4.49,-2.95,Learned exposition
23978_22,-19.97,-4.22,10.52,-5.94,-2.58,-2.22,Learned exposition
23978_6,-17.63,-2.25,3.64,-6.9,0.12,-0.33,Learned exposition
23979_15,-15.83,-1.77,14.8,1.56,1.55,1.35,Learned exposition
23979_16,-19.51,-6.27,7.25,9.03,2.94,-1.03,Learned exposition
23979_18,-13.62,10.91,15.78,-9.27,0.29,9.74,Learned exposition
23979_21,-23.71,-4.31,6.38,-7.49,0.81,-2.51,Learned exposition
23979_22,-25.61,-4.68,8.89,-5.41,-0.58,-2.19,Learned exposition
23979_23,-19.93,-4.25,9.74,-6.33,-2.92,-2.14,Learned exposition
23983_12,-14.2,-2.46,13.67,5.25,1.09,3.34,Learned exposition
23983_13,-17.42,-5.7,6.22,9.98,2.61,-1.43,Learned exposition
23983_15,-22.45,-4.48,8.48,-9.27,-3.29,-1.5,Learned exposition
23983_18,-23.1,-4.46,8.91,-7.49,1.65,-2.57,Learned exposition
23983_19,-24.17,-4.44,8.64,-6.1,-0.79,-3.5,Learned exposition
23983_20,-20.11,-3.76,9.23,-5.7,-2.99,-2.24,Learned exposition
23988_13,-15.85,-1.91,12.71,0.53,1.63,2.04,Learned exposition
23988_14,-16.48,-5.91,7.61,10.07,3.14,-1.09,Learned exposition
23988_16,-13.32,12.56,14.94,-9.27,0.67,3.72,Learned exposition
23988_19,-23.66,-3.44,8.13,-7.64,2.8,-2.53,Learned exposition
23988_20,-23.04,-4.16,8.39,-6.73,1.84,-3.5,Learned exposition
23988_21,-20.31,-4.25,10.21,-6.33,-2.92,-2.14,Learned exposition
23988_6,-4.48,-2.38,10.12,-9.27,23.84,-3.5,Scientific exposition
23991_14,-20.92,-5.07,7.2,-0.97,-0.06,0.34,Learned exposition
23991_15,-17.03,-6.13,5.95,9.12,2.54,-1.31,Learned exposition
23991_17,-13.62,10.91,15.78,-9.27,0.29,9.74,Learned exposition
23991_20,-22.86,-4.07,7.48,-7.7,2.76,-2.15,Learned exposition
23991_21,-26.2,-3.3,9.12,-5.68,2.44,-3,Learned exposition
23991_22,-20.89,-3.76,9.43,-5.67,-2.99,-2.24,Learned exposition
24002_14,-24.35,-5.01,8,-7.9,1.04,-2.76,Learned exposition
24002_15,-24.17,-5.74,6.26,-9.27,0.75,-0.57,Learned exposition
24002_16,-22.4,-5.06,9.84,-5.55,0.74,-1.85,Learned exposition
24002_17,-11.47,-5.96,2.46,0.38,0.89,-0.54,General narrative exposition
24010_14,-24.39,-4.38,9.1,-7.86,0.64,-2.93,Learned exposition
24010_15,-25.38,-5.68,7.21,-9.27,2.86,-0.22,Learned exposition
24010_16,-18.2,-4.34,9.69,-4.06,-0.02,-0.43,Learned exposition
24141_12,-22.78,-3.85,12.88,-4.83,5.31,-1.83,Learned exposition
24141_13,-26.59,-6.73,9.7,-9.09,-0.36,-3.5,Learned exposition
24141_15,-27.13,-6.93,13.44,-9.27,-1.72,-2.83,Learned exposition
24141_17,-23.98,-4.93,9.02,-7.76,0.95,-3.05,Learned exposition
24141_18,-22.63,-4.97,10.02,-7.15,0.54,-2.97,Learned exposition
24141_19,-32.21,-6.35,14.92,-7.73,-3.24,-2.09,Learned exposition
24616_10,-28.13,-5.68,11.08,-9.27,-1.68,-3.5,Learned exposition
24616_18,-27.3,-5.03,2.95,-2.92,-0.54,-1.28,Learned exposition
24616_19,-24.34,-2.93,-1.58,-0.06,2.91,-2.33,Learned exposition
24616_20,-24.4,-3.3,3.69,-1.69,2.97,-1.9,Learned exposition
24616_21,-21.16,-2.72,1.79,-2.47,12.93,1.31,Scientific exposition
24616_22,-20.07,-4.2,10.93,-3.29,0.08,-0.17,Learned exposition
24616_23,-24.14,-4.77,9.13,-6.1,0.57,-2.23,Learned exposition
24616_24,-23.37,-5.9,10.83,-8.79,1.46,-3.5,Learned exposition
24616_25,-6.38,-5.75,21.68,-6.91,4.71,-1.93,Scientific exposition
24616_26,-21.89,-4.56,10.29,-5.27,-0.7,-2.24,Learned exposition
24667_16,-20.24,-6.86,7.44,-8.01,-3.92,-1.64,Learned exposition
24667_19,-22.21,-4.21,7.68,-6.96,2.54,-1.93,Learned exposition
24667_20,-20.96,-5.33,4.08,-8.61,1.97,-1.71,Learned exposition
24667_21,-18.11,-4.36,6.71,0.67,3.47,-0.38,Learned exposition
24667_22,-16.46,-5.99,11.06,1.89,2.66,-0.76,Learned exposition
24927_13,-14.18,-3.42,5.92,-5.59,2.32,-3.5,Learned exposition
24927_14,-22.54,-4.21,10.43,-4.48,2.84,-1.97,Learned exposition
24927_15,-15.06,-3.61,6.22,1.58,3.09,-2.14,Learned exposition
24927_16,-23.86,-3.37,8.9,-4.36,-0.33,-1.5,Learned exposition
24927_17,-22.49,-4.27,9.13,-4.97,1.35,-2.17,Learned exposition
25001_16,-22.29,-4.33,9.11,-6.41,1.03,-2.66,Learned exposition
25001_17,-25.89,-5.88,9.46,-9.27,-2.92,-3.12,Learned exposition
25001_18,-22.19,-4.69,4.71,3.18,2.2,-2.2,Learned exposition
25001_19,-16.68,-5.55,10.37,4.68,0.32,0.36,Learned exposition
25001_20,-32.07,-7.32,2.52,-9.27,-3.92,-3.5,Learned exposition
25001_21,-26.65,-6.71,5.33,-3.54,4.66,-1.54,Learned exposition
2521_12,-19.8,-2.28,15.33,-0.95,0.82,-2.02,Learned exposition
2521_13,-24.57,-6.82,15.63,-8.17,-2.88,-2.43,Learned exposition
2521_17,-22.38,-4,7.73,-6.45,1.64,-2.22,Learned exposition
2521_18,-25.65,-6.41,6.53,-8.77,-0.89,-3.5,Learned exposition
2521_19,-23.73,-6.58,6.94,-3.98,-2.38,-2.69,Learned exposition
25282_11,-19.35,-3.11,20.12,-7.17,-1.82,-1.95,Learned exposition
25282_14,-21.04,-5.2,10.24,-6.62,1.64,-1.81,Learned exposition
25282_15,-13.34,-5.7,7.74,4.07,1.23,-0.12,Learned exposition
25282_16,-28.74,-4.62,5.18,-7.3,-3.92,-3.5,Learned exposition
25282_9,-15.46,-4.77,14.71,5.3,-1.62,4.15,Learned exposition
25575_11,-17.79,-2.93,21.65,0.48,-2.17,1.81,Learned exposition
25575_16,-28.55,-7.24,14.34,-7.45,-1.3,-3.02,Learned exposition
25575_18,-21.6,-4.27,10.74,-5.63,3.29,-1.46,Learned exposition
25575_19,-26.07,-5.35,10.08,-6.72,0.33,-2.24,Learned exposition
25575_20,-26.53,-7.3,8.12,-8.84,-3.56,-3.5,Learned exposition
25575_21,-20.45,-6.39,8.58,1.14,-0.64,-1.52,Learned exposition
25621_11,-27.94,-5.54,9.95,-7.43,-0.17,-2.78,Learned exposition
25621_13,-33.7,-6.49,2.64,-8.61,-3.44,-3.5,Learned exposition
25845_14,-16.54,-6.34,6.13,8.82,3.56,-0.72,Scientific exposition
25845_16,-13.62,10.91,15.78,-9.27,0.29,9.74,Learned exposition
25845_19,-22.57,-3.3,8.24,-7.75,2.67,-2.24,Learned exposition
25845_20,-19.81,-4.2,11.78,-5.47,3.76,-3.5,Learned exposition
25845_21,-20.03,-4.22,10.47,-5.94,-2.58,-2.22,Learned exposition
25845_6,-10.65,-2.91,13.02,-7.61,10.49,-3.5,Scientific exposition
2593_11,-22.43,-4.97,12.39,-6.43,2.46,-2.83,Learned exposition
2593_12,-22.73,-3.71,10.82,-4.96,1.57,-1.85,Learned exposition
2593_6,-21.59,-7.38,13.61,-9.27,-3.12,-2.24,Learned exposition
2593_7,-20.89,-3.49,13.18,-5.63,4.92,-3.26,Learned exposition
2593_8,-24.79,-5.29,10.43,-7.26,0.39,-3.04,Learned exposition
26189_14,-22.74,-3.15,8.77,-6.01,2.8,-2.17,Learned exposition
26222_12,-21.83,-3.95,10.87,-4.73,-0.86,-2.29,Learned exposition
26222_13,-23.54,-3.92,7.01,-1.67,2.47,-1.32,Learned exposition
26222_14,-24.65,-6.03,1.46,-7.81,-1.46,-3.5,Learned exposition
26222_15,-17.51,-5.08,16.42,-6.98,2.81,-1.81,Learned exposition
26222_16,-23.5,-3.09,10.4,-5.6,1.48,-2.16,Learned exposition
26222_17,-24.61,-5.99,9.63,-7.04,0.88,-3.28,Learned exposition
26222_19,-29.56,-7.3,13.72,-9.27,-1.39,-2.4,Learned exposition
26222_20,-19.4,-1.79,6.09,-7.31,2.68,-2,Learned exposition
26222_22,-22.2,-4.77,9.58,-3.65,0.65,-2.22,Learned exposition
26472_15,-18.02,-4.34,20.92,-0.87,-1.13,3.15,Learned exposition
26472_20,-23.18,-4.35,9.92,-6.44,0.8,-2.95,Learned exposition
26472_21,-27.81,-6.41,7.51,-9.27,-1.98,-3.5,Learned exposition
26472_22,-28.91,-6.64,9.38,-9.27,-2.43,-3.5,Learned exposition
26610_11,-20.26,-4.86,10.83,-5.83,1.13,-2.64,Learned exposition
26610_4,-23.4,-4.98,7.14,-6.77,1.08,-2.71,Learned exposition
26914_17,-20.42,-2.44,7.05,-1.53,2.05,-1.6,Learned exposition
26914_1,-21.28,-7.11,4.04,-9.27,-3.92,-3.5,Learned exposition
26914_35,-22.79,-4.1,11.1,-9.27,0.91,-2.28,Learned exposition
26914_36,-22.79,-4.1,11.1,-9.27,0.91,-2.28,Learned exposition
26914_37,-22.79,-4.1,11.1,-9.27,0.91,-2.28,Learned exposition
26914_38,-22.79,-4.1,11.1,-9.27,0.91,-2.28,Learned exposition
26914_39,-23.75,-1.08,7.41,-8.23,-1.23,-3.5,Learned exposition
26914_40,-23.75,-1.08,7.41,-8.23,-1.23,-3.5,Learned exposition
26914_41,-23.75,-1.08,7.41,-8.23,-1.23,-3.5,Learned exposition
26914_42,-23.74,-0.32,7.29,-9.27,1.22,-1.52,Learned exposition
26914_43,-23.74,-0.32,7.29,-9.27,1.22,-1.52,Learned exposition
26914_44,-23.74,-0.32,7.29,-9.27,1.22,-1.52,Learned exposition
26914_45,-3.81,-4.3,3.58,-0.04,0.35,-3.5,General narrative exposition
27168_17,-17.53,-1.86,22.16,-0.5,1.47,1.29,Learned exposition
27168_22,-22.81,-4.04,7.16,-5.98,1.21,-2.76,Learned exposition
27168_23,-17.34,-5.89,7.28,2.79,2.2,-0.52,Learned exposition
27168_24,-18.58,1.27,2.32,-5.2,-0.48,-3.5,Learned exposition
27168_25,-24.09,-2.04,13.16,-7.7,2.16,-2.45,Learned exposition
27168_26,-24.01,-4.6,10.4,-2.22,2.58,-0.97,Learned exposition
2738_14,-24.2,-5.47,4.02,-4.31,2.26,-3.04,Learned exposition
2738_15,-24.44,-4.46,9.65,-6.79,1.21,-2.47,Learned exposition
2738_17,-32.75,-7.38,3.42,-9.27,-3.92,-3.5,Learned exposition
2738_18,-13.96,-6.47,10.72,0.86,2.56,1.85,Learned exposition
2738_20,-20.13,-6.36,4.13,3.95,-1.84,-2.24,Learned exposition
27489_11,-24.98,-7.38,13.37,-9.27,-3.92,-2.52,Learned exposition
27489_12,-24.48,-7.38,11.76,-9.27,-3.92,-2.5,Learned exposition
27489_14,-22.23,-4.34,9.91,-5.02,2.77,-2.45,Learned exposition
27489_15,-21.08,-2.81,7.8,-5.02,4.81,-3.5,Learned exposition
2785_17,-22.85,-3.19,10.29,-4.06,3.26,-1.67,Learned exposition
2785_18,-19.26,-2.07,6.35,-2.52,10.66,-2.47,Scientific exposition
2785_20,-27.89,-5.48,8.84,-4.65,2.13,-2.48,Learned exposition
27908_10,-16.87,-2.16,9.65,-6.16,-3.92,-3.5,Learned exposition
27908_15,-21.35,-5.12,8.45,-5.67,1.6,-1.92,Learned exposition
27908_16,-18.7,-5.44,8.26,0.21,1.18,-0.83,Learned exposition
28398_5,-20.78,-6.12,19.24,-8.49,-2.5,-3.5,Learned exposition
28398_7,-27.06,-6.48,12.22,-6.97,-0.61,-2.33,Learned exposition
28398_8,-21.58,-3.24,14.75,-4.7,5.8,-2.79,Learned exposition
28398_9,-25.4,-5.15,10.05,-7.06,0.08,-2.77,Learned exposition
28414_12,-26.54,-6.36,10.47,-8.63,-0.28,-1.93,Learned exposition
28414_17,-23.53,-4.87,10.85,-5.4,2.82,-2.19,Learned exposition
28414_21,-24.18,-6.54,11.25,-9.27,-2.55,-0.4,Learned exposition
28414_23,-24.2,-4.86,9.94,-6.13,1.85,-1.84,Learned exposition
28414_25,-24.72,-3.99,8.62,-4.58,1.42,-1.62,Learned exposition
2859_24,-23.04,-5.1,7.29,-6.96,1.45,-2.45,Learned exposition
2859_27,-29.27,-6.27,3.68,-6.38,-1.51,-3.5,Learned exposition
28786_12,-21.47,-4.85,10.53,-4.33,8.5,-0.61,Learned exposition
28786_13,-25.26,-4.3,9.11,-8.07,0.88,-2.72,Learned exposition
28786_14,-13.18,0.4,6.1,-8.06,4.42,-3.5,Scientific exposition
28786_16,-16.58,-6.59,9.92,2.58,-0.95,-1.04,Learned exposition
28786_17,-29.93,-7.04,7.09,-9.27,-3.92,-3.5,Learned exposition
28786_8,-25.74,-5.43,15.64,-9.27,-3.12,-1.59,Learned exposition
28829_14,-22.44,-2.62,5.41,-3.47,0.59,-2.52,Learned exposition
28829_16,-22.53,-4.67,11.63,-6.26,4.98,-1.86,Learned exposition
28829_17,-19.79,-4.05,8.74,-2.3,5.11,-0.77,Learned exposition
28829_22,-29.89,-7.38,12.62,-8.36,-1.63,-3.07,Learned exposition
28829_25,-22.94,-4.63,8.13,-6,0.68,-1.98,Learned exposition
28829_26,-20.77,-6.65,15.41,-7.73,-0.25,-2.45,Learned exposition
28829_27,-29.29,-6.87,3.98,-8.99,-3.18,-3.12,Learned exposition
28829_28,-19.64,-5.59,2.96,-7.13,2.66,-2.38,Learned exposition
28829_30,-21.88,-4.86,11.12,1.54,0.15,-2.46,Learned exposition
2885_8,-20.38,-4.49,9.3,-3.05,1.5,-1.52,Learned exposition
29079_12,-22.76,-0.6,11.76,-9.27,-2.31,-1.85,Learned exposition
29079_13,-22.04,0.38,10.39,-9.27,-2.07,-1.62,Learned exposition
29079_16,-24.55,-4.04,7.42,-5.94,2.12,-2,Learned exposition
29079_17,-24.4,-1.74,9.65,-9.27,-1.79,-3.5,Learned exposition
29079_20,-24.37,-5.37,13.73,-4.38,-0.29,-2.88,Learned exposition
29079_22,-18.91,-5.87,8.94,1.56,0.59,-0.22,Learned exposition
29079_8,-16.41,-0.73,18.63,-4.28,1.32,2.66,Learned exposition
29082_10,-23.83,-6.52,19.86,-5.91,-0.93,-2.59,Learned exposition
29082_11,-23.25,-5.01,6.71,0.14,1.46,-1.38,Learned exposition
29082_6,-17.08,-3.88,20.83,2.79,-0.77,1.78,Learned exposition
29082_8,-24.01,-5.21,10.29,-7.7,0.5,-2.5,Learned exposition
29346_1,-20.39,-4.2,8.06,-3.29,3.35,-1.59,Learned exposition
29346_2,-18.91,-1.45,12.58,-5.16,2.9,-1.12,Learned exposition
29346_4,-24.07,-4.31,11.3,-5.26,1.71,-2,Learned exposition
2935_13,-16.4,-2.59,23.71,5.81,-2.35,2.57,Learned exposition
2935_20,-23.05,-5.15,9.01,-7.25,1.58,-2.67,Learned exposition
2935_22,-31.96,-7.38,13.22,-8.27,-1.93,-2.9,Learned exposition
2935_24,-13.93,-4.73,6.22,2.86,2.38,-0.83,Scientific exposition
29472_11,-24.54,-2.52,13.54,-6.92,1.9,-2.62,Learned exposition
29472_14,-28.86,-7.19,12.36,-6.96,-1.42,-2.09,Learned exposition
29472_16,-25.03,-3.12,7.99,-6.03,2.28,-2.1,Learned exposition
29472_18,-23.28,-5.51,6.27,-9.27,-3.92,-2.64,Learned exposition
29472_23,-23.67,-5.4,9.46,-6.56,-2.2,-3.5,Learned exposition
29472_24,-19.2,-4.16,5.9,-5.94,6.12,-1.04,Learned exposition
29472_25,-28.79,-7.38,8.88,-9.27,-3.92,-3.5,Learned exposition
2948_15,-23.55,-3.16,13.28,-7.05,3.19,-2.16,Learned exposition
2948_16,-25.39,-5.08,8.75,-7.14,-0.45,-2.81,Learned exposition
2948_17,-26.01,-5.8,11.01,-7.29,-0.43,-2.9,Learned exposition
2948_18,-19.48,-6.52,9.98,5.18,0.55,-2.81,Learned exposition
2948_19,-26.55,-6.94,5.11,-5.06,0.42,-2.97,Learned exposition
29514_13,-13.78,-4.09,20.26,6.92,-1.27,3.59,Learned exposition
29514_20,-21.09,-3.97,16.4,-5.51,4.71,-2.64,Learned exposition
29514_21,-24.46,-4.59,10.27,-5.96,0.84,-2.55,Learned exposition
29514_22,-33.59,-6.93,8.4,-8.27,-3.17,-3.26,Learned exposition
29514_23,-21.52,-3.6,8.51,-4.11,0.63,-2.31,Learned exposition
2958_14,-23.77,-7.26,9.1,-9.27,-3.38,-3.5,Learned exposition
2958_19,-22.69,-4.41,8.62,-5.22,2.61,-1.9,Learned exposition
2958_20,-23,-5.37,5.8,-1.91,1.61,-2,Learned exposition
2958_21,-30.54,-6.11,16.77,-9.27,7.36,-3.5,Learned exposition
2958_9,-24.18,-6.66,5.22,-9.27,-2.97,-3.5,Learned exposition
2970_10,-17.43,-1.46,22.26,6.21,-2.32,2.69,Learned exposition
2970_12,-21.05,-3.21,11.23,-8.01,0.79,-3.5,Learned exposition
2970_15,-23.89,-4.56,10.7,-6.96,2.25,-2.64,Learned exposition
2970_16,-17.38,-5.92,9.9,4.77,0.17,-0.69,Learned exposition
29843_19,-23.71,-3.68,13.48,-8.43,4.37,-1.81,Learned exposition
29843_20,-24.81,-3.3,6.94,-7.52,2.05,-3.19,Learned exposition
29843_21,-24.36,-5.81,8.13,-1.36,4.17,-1.78,Learned exposition
29843_22,-18.04,-5.87,7.98,6.08,1.4,-1.5,Learned exposition
29843_23,-15.13,-3.27,8.58,0.31,2.18,-2.07,Learned exposition
29843_3,-15.87,-4.23,-5.48,-2.71,8.82,4.31,Scientific exposition
30534_19,-16.18,-3.38,9.51,2.11,2.73,1.81,Learned exposition
30534_24,-24.17,-4.92,7.92,-6.01,0.56,-2.35,Learned exposition
30534_25,-21.64,-3.27,5.74,-5.79,2.81,0.36,Learned exposition
30534_26,-22.17,-6.21,6.93,2.55,-0.34,-1.5,Learned exposition
30534_27,-20.08,-4.45,8,-0.07,1.48,-1.35,Learned exposition
3113_15,-13.92,-2.43,15.03,6.12,1.29,3.09,Learned exposition
3113_23,-21.45,-4.02,7.88,-5.41,3.39,-1.88,Learned exposition
3113_24,-20.67,-4.22,18.05,-5.53,2.72,0.93,Learned exposition
3113_25,-21.43,-4.15,9.2,-6.31,5.62,-2.33,Learned exposition
3113_26,-19.52,-5.35,8.26,-7.06,1.24,-3.5,Learned exposition
3204_11,-21.56,-4.35,9.49,-6.79,0.32,-2.45,Learned exposition
3204_12,-21.18,-5.29,12.54,-5.73,-2.52,-3.5,Learned exposition
3204_13,-26.63,-5.54,13.92,-8.84,-1.71,-2.35,Learned exposition
3204_14,-17.76,-4.79,7.55,3.05,0.28,-2.35,Learned exposition
3204_15,-22.81,-4.56,10.13,-4.63,0.03,-2.37,Learned exposition
