Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
102_2005_888,HOLDINGS,PLC,21972,5.33,203,0.08,0.19,1.25,0.10,0.01,0.00,0.08,0.10,0,0.43,0.19,0.00,0.08,0.11,0.04,1.15,1.30,0,0.02,6.68,0.04,31.23,5.24,0.15,1.22,0.05,0.48,1.48,11.65,0.09,0.56,0.16,0.19,0.51,0.08,0.75,0.41,0.02,0.35,1.43,0.07,0,0.22,0,0.02,0.01,0.52,0.17,0.03,0.06,0.14,0.17,1.20,0.04,0.54,0.09,1.48,3.99,0.03,0.04,0,0.12,0.43,0.44,0.31,
