Filename,AMP,ANDC,AWL,CAUS,CONC,COND,CONJ,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PHC,PIN,PIT,PLACE,POMD,PRED,PRMD,RB,SPP2,SYNE,THAC,THVC,TIME,TO,TOBJ,TPP3,TSUB,TTR,VBD,VPRT,XX0,[BEMA],[BYPA],[CONT],[PASS],[PASTP],[PEAS],[PIRE],[PRESP],[PRIV],[PROD],[PUBV],[SERE],[SMP],[SPAU],[SPIN],[STPR],[SUAV],[THATD],[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],Underused_variables,Overused_variables,
102_2005_888,HOLDINGS,PLC,-0.73,-0.54,2.08,-0.59,-0.63,-0.77,-0.12,-1.33,-0.56,-0.52,-0.75,-1.24,-1.00,-0.60,1.58,-0.46,-0.60,0.32,-0.81,3.70,2.26,0.45,4.22,0.24,-0.66,-0.44,-1.11,0.15,-0.36,-2.91,-0.70,0.00,0.00,-0.66,-1.00,-0.52,-0.36,-1.09,0.62,-0.07,-0.83,-1.10,-0.89,-1.66,0.15,-0.73,0.39,1.00,-0.73,0.18,-0.12,-1.01,-0.80,-0.78,1.50,-0.80,-1.32,0.00,-0.70,0.74,-0.61,-0.30,-0.59,-0.33,-0.45,0.58,1.56,RB ,AWL NN NOMZ PHC 
