Tokens,AWL,AMP,ANDC,BEMA,BYPA,CAUS,CONC,COND,CONJ,CONT,DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,PASS,PASTP,PEAS,PHC,PIN,PIRE,PIT,PLACE,POMD,PRED,PRESP,PRIV,PRMD,PROD,PUBV,RB,SERE,SMP,SPAU,SPIN,SPP2,STPR,SUAV,SYNE,THAC,THATD,THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,WHCL,WHOBJ,WHQU,WHSUB,WZPAST,WZPRES,XX0
23913.00,4.97,0.08,0.04,0.33,0.00,0.01,0.00,0.08,0.04,0.00,0.53,0.06,0.00,0.08,0.09,0.00,1.48,0.00,0.00,0.02,6.02,0.03,25.04,0.00,0.12,0.00,0.00,0.00,8.05,10.50,0.08,0.51,0.15,0.17,0.08,0.00,0.88,0.13,0.00,0.72,0.93,0.01,0.00,0.00,0.00,0.00,0.00,0.65,0.12,0.00,0.02,13.39,0.09,0.01,0.05,0.50,0.08,0.88,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.12
